,itemVal,closedBy,table,isPaid,canceledBy,isDelivered,sendTime,cancelCap,cancelTime,itemCount,sentBy,from,restName,orderTime,closedAt,extras,item,orderCaption
309,30.0,,b1,False,vivaldisoganli,True,,,2021-07-23 21:58:43.846836,1.0,,vivaldisoganli,Vivaldi Soğanlı,2021-07-23 21:39:12.451161,,[],VİVALDİ CUP (ÇİLEK/MUZ),
310,54.0,,b6,False,vharmony,True,2021-07-26 20:36:35.114842,mükerrer,2021-07-26 20:45:05.277,2.0,zeynepsurucu,umuttomak,Vivaldi Harmony,2021-07-26 20:15:42.918971,,[],Vivaldi Brownie,
311,10.5,,d6,False,cozluceadmin,True,,,2021-07-19 21:51:47.795,35.0,,cozluceadmin,Vivaldi Özlüce,2021-07-19 21:26:53.014,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
312,10.0,,b7,False,cozluceadmin,True,2021-03-21 16:55:25.761394,,2021-03-22 11:28:09.984,1.0,cozluceadmin,sayınns16,Çikolatapare Özlüce,2021-03-21 17:53:36.230166,,[],Espresso,
313,5.0,,b7,False,cgorukleadmin,True,,,2021-08-02 20:20:34.410802,1.0,,vgorukle,Vivaldi Görükle,2021-08-02 20:08:33.056511,,[],SU,
314,60.0,,s7,False,vharmonyadmin,True,2021-09-06 17:50:38.216979,hatalı giriş,2021-09-06 17:51:40.114,3.0,cerentomak,adyan,Vivaldi Harmony,2021-09-06 17:44:17.651316,,[],ÇİLEKLİ LİMONATA,
315,19.5,,s1,False,vgorukle,True,,,2021-08-31 22:02:36.697,65.0,,vgorukle,Vivaldi Görükle,2021-08-31 22:02:12.492,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
316,5.0,,b8,False,vgorukle,True,,,2021-07-01 19:11:46.959404,1.0,,vgorukle,Vivaldi Görükle,2021-07-01 11:58:20.194857,,[],SU,
317,10.0,,b6,False,vivaldisoganli,True,,,2021-07-18 23:37:04.030794,2.0,,vivaldisoganli,Vivaldi Soğanlı,2021-07-18 23:10:06.487284,,[],SU,
318,16.0,,b8,False,cgorukleadmin,True,,,2021-09-09 19:57:20.168420,1.0,,vgorukle,Vivaldi Görükle,2021-09-09 19:40:29.856,,[],COFFEE LATTE,
319,35.84,,d17,False,vharmonyadmin,True,2021-08-14 21:49:38.504799,müşteri iade etti ,2021-08-14 22:42:09.994,2.0,SamBarista,Ayberk Sınık,Vivaldi Harmony,2021-08-14 21:43:19.741876,,[],COFFEE CORTADO ,
320,54.0,,b7,False,cozluceadmin,True,,,2021-07-28 23:45:39.620,3.0,,cozluceadmin,Vivaldi Özlüce,2021-07-28 22:53:50.334,,[],ÇİLEKLİ FROZEN,
321,5.0,,b8,False,cgorukleadmin,True,,,2021-08-01 22:27:31.370973,1.0,,vgorukle,Vivaldi Görükle,2021-08-01 20:53:12.332882,,[],SİYAH ÇAY,
322,6.0,,b1,False,cgorukleadmin,True,,,2021-09-01 22:36:49.718361,1.0,,vgorukle,Vivaldi Görükle,2021-09-01 22:34:37.034,,[],EKSTRA ÇİKOLATA,
323,5.0,,b7,False,vgorukle,True,,,2021-08-05 18:00:54.817,1.0,,vgorukle,Vivaldi Görükle,2021-08-05 17:53:48.538129,,[],SİYAH ÇAY,
324,12.6,,s6,False,vivaldisoganli,True,,,2021-08-23 15:59:50.079364,42.0,,vivaldisoganli,Vivaldi Soğanlı,2021-08-23 15:46:01.283446,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
325,25.175,,b7,False,vgorukle,True,,,2021-06-23 13:13:51.735155,95.0,,vgorukle,Vivaldi Görükle,2021-06-23 12:12:16.308798,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
326,5.0,,d2,False,vharmony,True,2021-07-28 19:02:31.590159,mükerrer giriş,2021-07-28 21:08:52.274,1.0,SamBarista,betulipek,Vivaldi Harmony,2021-07-28 18:53:53.374920,,[],SİYAH ÇAY,
327,442.55,,b3,False,cozluceadmin,True,,,2021-06-09 15:11:24.313982,1670.0,,cozluceadmin,Vivaldi Özlüce,2021-06-09 15:09:45.857253,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
328,39.0,,b3,False,cozluceadmin,True,,yanlış sipariş,2021-08-19 22:55:33.472,130.0,,cozluceadmin,Vivaldi Özlüce,2021-08-19 21:53:23.835,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
329,20.0,,b8,False,cozluceadmin,True,,,2021-08-15 20:46:01.604,4.0,,cozluceadmin,Vivaldi Özlüce,2021-08-15 17:59:33.463,,[],ÇAY,
330,5.0,,b1,False,vgorukle,True,,,2021-09-12 21:17:04.488,1.0,,vgorukle,Vivaldi Görükle,2021-09-12 19:59:24.780,,[],SİYAH ÇAY,
331,394.35,,b2,False,vharmony,True,,MÜŞTERİ YARIM KİLOYA İNDİRİLMESİNİ İSTEDİ,2021-07-19 22:56:07.255,1195.0,,vharmony,Vivaldi Harmony,2021-07-19 22:46:23.051,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
332,30.0,,b10,False,cozluceadmin,True,,,2021-09-05 20:22:37.129,1.0,,cozluceadmin,Vivaldi Özlüce,2021-09-05 20:21:57.846,,[],SAN SEBASTİAN CHEESECAKE,
333,32.0,,d5,False,cozluceadmin,True,,,2021-06-03 15:09:32.175,2.0,,cozluceadmin,Vivaldi Özlüce,2021-06-03 15:08:23.172,,[],COFFEE CORTADO ,
334,10.2,,b11,False,cozluceadmin,True,,,2021-08-12 16:08:10.006,1.0,,cozluceadmin,Vivaldi Özlüce,2021-08-12 16:07:52.264,,[],GELENEKSEL TÜRK KAHVESİ,
335,17.0,,b1,False,vgorukle,True,,,2021-07-28 00:04:00.839,1.0,,vgorukle,Vivaldi Görükle,2021-07-27 23:40:11.445,,[],ICE LATTE,
336,10.0,,d8,False,vharmony,True,2021-07-19 20:18:06.713797,degisim,2021-07-19 20:31:33.171,2.0,zeynepsurucu,umuttomak,Vivaldi Harmony,2021-07-19 19:59:06.239634,,[],SİYAH ÇAY,
337,336.0,,b1,False,vivaldisoganli,True,,,2021-09-12 21:12:24.266210,1120.0,,vivaldisoganli,Vivaldi Soğanlı,2021-09-12 21:12:12.952780,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
338,10.0,,s1,False,vivaldisoganli,True,,,2021-06-30 23:16:10.908654,2.0,,vivaldisoganli,Vivaldi Soğanlı,2021-06-30 22:37:39.828803,,[],SU,
339,54.0,,d1,False,cozluceadmin,True,,,2021-06-23 20:11:33.034,2.0,,cozluceadmin,Vivaldi Özlüce,2021-06-23 20:11:24.718,,[],VİVALDİ MUZ,
340,28.0,,b5,False,cozluceadmin,True,,,2021-08-15 15:02:36.778,4.0,,cozluceadmin,Vivaldi Özlüce,2021-08-15 14:23:13.978,,[],SODA,
341,28.0,,d6,False,vharmony,True,2021-08-03 23:19:15.481307,MÜKERRER GİRİŞ,2021-08-03 23:50:02.272,1.0,adyan,adyan,Vivaldi Harmony,2021-08-03 23:08:32.035772,,[],SAN SEBASTİAN CHEESECAKE,
342,30.0,,a0,False,vharmonyadmin,True,2021-09-04 21:57:52.636149,DİĞER MASADAN ALINDI,2021-09-04 22:59:39.093,1.0,Ayşe Yılmaz,Ayşe Yılmaz,Vivaldi Harmony,2021-09-04 21:52:16.514933,,[],VİVALDİ CUP (ÇİLEK/MUZ),
343,10.0,,s9,False,cozluceadmin,True,2021-03-18 15:49:26.036731,,2021-03-19 12:28:38.761429,2.0,cozluceadmin,sayınns16,Çikolatapare Özlüce,2021-03-18 14:26:50.460803,,[],Çay,
344,14.0,,b1,False,vgorukle,True,,,2021-08-18 18:25:45.643,1.0,,vgorukle,Vivaldi Görükle,2021-08-18 18:25:15.880,,[],AMERİCANO,
345,12.0,,b7,False,cgorukleadmin,True,,,2021-08-27 22:08:27.620172,1.0,,vgorukle,Vivaldi Görükle,2021-08-27 21:10:28.164,,[], ESPRESSO,
346,20.0,,b7,False,vgorukle,True,,,2021-08-21 19:50:14.718580,4.0,,vgorukle,Vivaldi Görükle,2021-08-21 19:44:06.540,,[],SİYAH ÇAY,
347,16.0,,b1,False,vivaldisoganli,True,,,2021-03-17 21:04:10.373,1.0,,vivaldisoganli,Vivaldi Soganli,2021-03-17 21:01:45.840,,[],Coffe Flat White ,
348,5.5,,s7,False,vharmony,True,2021-08-01 20:51:14.828685,ikram,2021-08-01 21:19:45.691,1.0,betulipek,betulipek,Vivaldi Harmony,2021-08-01 20:51:10.436621,,[],SU,
349,50.0,,b1,False,cozluceadmin,True,,,2021-07-21 13:27:32.302,10.0,,cozluceadmin,Vivaldi Özlüce,2021-07-21 13:02:37.275,,[],ÇAY,
350,15.0,,b8,False,vharmonyadmin,True,2021-09-09 19:34:32.269711,ikram,2021-09-09 19:56:47.470,3.0,umuttomak,umuttomak,Vivaldi Harmony,2021-09-09 19:34:29.494694,,[],SİYAH ÇAY,
351,5.0,,b1,False,vgorukle,True,,,2021-06-01 14:57:36.164507,1.0,,vgorukle,Vivaldi Görükle,2021-06-01 14:55:03.645908,,[],SİYAH ÇAY,
352,82.5,,b2,False,cozluceadmin,True,,,2021-08-08 00:02:31.485,275.0,,cozluceadmin,Vivaldi Özlüce,2021-08-08 00:01:43.505,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
353,32.0,,d18,False,vharmony,True,2021-07-13 18:42:13.275222,MÜKERRER GİRİŞ,2021-07-13 23:43:28.291,2.0,cerentomak,umuttomak,Vivaldi Harmony,2021-07-13 18:28:13.554354,,[],COFFEE LATTE,
354,18.0,,d1,False,cozluceadmin,True,,,2021-09-15 21:08:53.917,1.0,,cozluceadmin,Vivaldi Özlüce,2021-09-15 18:06:30.056000+00:00,,[],COFFE CARAMEL MOCHA,
355,56.0,,b2,False,cozluceadmin,True,,,2021-08-22 15:20:46.638,2.0,,cozluceadmin,Vivaldi Özlüce,2021-08-22 15:20:28.711,,[],SAN SEBASTİAN CHEESECAKE,
356,21.200000000000003,,b7,False,cozluceadmin,True,,,2021-06-21 14:15:54.561,80.0,,cozluceadmin,Vivaldi Özlüce,2021-06-21 13:29:55.423,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
357,17.0,,d2,False,vharmonyadmin,True,2021-08-24 22:09:12.834858,BAŞKA MASAYA YAZILACAK,2021-08-24 22:10:10.452,1.0,zeynepsurucu,Ayberk Sınık,Vivaldi Harmony,2021-08-24 21:54:44.792410,,[],DOUBLE TÜRK KAHVESİ,şekerli 
358,10.5,,b12,False,cozluceadmin,True,,,2021-09-03 13:20:50.076,35.0,,cozluceadmin,Vivaldi Özlüce,2021-09-03 13:20:32.198,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
359,3.5,,b1,False,vgorukle,True,,,2021-09-09 22:34:28.092,1.0,,vgorukle,Vivaldi Görükle,2021-09-09 21:58:59.633,,[],PERSONEL ÇAYI,
360,11.0,,s1,False,vivaldisoganli,True,,,2021-05-27 20:45:11.516986,1.0,,vivaldisoganli,Vivaldi Soganli,2021-05-27 19:45:41.360959,,[],Geleneksel Türk kahvesi ,
361,19.8,,d6,False,vharmony,True,2021-07-28 21:21:53.456519,SİPARİŞ DEĞİŞTİRİLDİ,2021-07-28 21:57:43.025,1.0,SamBarista,adyan,Vivaldi Harmony,2021-07-28 21:10:25.359042,,[],AROMALI ICE LATTE,cramel 
362,20.0,,d4,False,vharmony,True,2021-08-03 19:34:00.751074,iade,2021-08-03 19:41:57.514,1.0,zeynepsurucu,betulipek,Vivaldi Harmony,2021-08-03 19:32:27.259716,,[],ÇİLEKLİ LİMONATA,
363,5.0,,d7,False,vharmonyadmin,True,2021-09-07 19:01:44.659650,İPTAL,2021-09-07 19:03:42.458,1.0,görkemkahraman,adyan,Vivaldi Harmony,2021-09-07 18:59:14.506174,,[],SİYAH ÇAY,
364,54.0,,s12,False,vgorukle,True,,,2021-08-21 19:13:27.055,180.0,,vgorukle,Vivaldi Görükle,2021-08-21 13:48:42.946,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
365,5.0,,b1,False,cgorukleadmin,True,,,2021-07-15 20:49:10.095639,1.0,,cgorukleadmin,Vivaldi Görükle,2021-07-15 20:48:29.521873,,[],SİYAH ÇAY,
366,1425.0,,s1,False,vgorukle,True,,,2021-09-11 14:27:50.288,95.0,,vgorukle,Vivaldi Görükle,2021-09-11 14:27:42.355,,[],ICE AMERICANO,
367,5.0,,d11,False,vharmonyadmin,True,,MUKERRER,2021-08-23 14:07:32.030,1.0,,vharmonyadmin,Vivaldi Harmony,2021-08-23 14:07:14.522,,[],SU,
368,28.0,,b8,False,vharmony,True,,mukerrer,2021-07-12 22:54:41.594,1.0,,vharmony,Vivaldi Harmony,2021-07-12 22:54:07.039,,[],SAN SEBASTİAN CHEESECAKE,
369,223.5,,b10,False,cozluceadmin,True,,,2021-09-16 13:46:29.518,745.0,,cozluceadmin,Vivaldi Özlüce,2021-09-16 10:45:26.788000+00:00,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
370,10.0,,d13,False,vharmonyadmin,True,2021-08-31 18:15:18.025886,fazla yazılmış.,2021-08-31 18:14:26.329,2.0,Ayberk Sınık,Ayberk Sınık,Vivaldi Harmony,2021-08-31 18:15:14.438234,,[],SU,
371,5.0,,b3,False,cozluceadmin,True,2021-03-29 17:04:43.816750,,2021-03-30 12:50:22.167723,1.0,cozluceadmin,sayınns16,Çikolatapare Özlüce,2021-03-29 16:59:55.376980,,[],Çay,
372,5.0,,b8,False,vharmonyadmin,True,2021-08-11 20:22:22.058720,İADE EDİLDİ,2021-08-11 21:08:43.098,1.0,umuttomak,umuttomak,Vivaldi Harmony,2021-08-11 20:19:30.155855,,[],SU,
373,5.0,,b7,False,vharmony,True,2021-07-24 16:29:21.117240,iade,2021-07-24 16:30:02.273,1.0,zeynepsurucu,adyan,Vivaldi Harmony,2021-07-24 16:18:28.817566,,[],SU,
374,5.0,,s10,False,vgorukle,True,,,2021-08-13 21:55:13.544565,1.0,,vgorukle,Vivaldi Görükle,2021-08-13 17:02:57.892,,[],SİYAH ÇAY,
375,5.0,,s12,False,vgorukle,True,,,2021-08-28 16:31:34.527,1.0,,vgorukle,Vivaldi Görükle,2021-08-28 16:30:55.909,,[],SU,
376,18.0,,b5,False,cozluceadmin,True,,,2021-07-19 21:49:05.214,1.0,,cozluceadmin,Vivaldi Özlüce,2021-07-19 20:28:22.701,,[],EL YAPIMI LİMONATA,
377,12.0,,s1,False,vharmonyadmin,True,2021-08-17 20:28:08.127938,,2021-08-17 20:28:07.143,1.0,zeynepsurucu,adyan,Vivaldi Harmony,2021-08-17 20:20:31.142557,,[],GELENEKSEL TÜRK KAHVESİ,sade 
378,28.0,,d16,False,vharmonyadmin,True,2021-08-05 20:42:31.917071,MÜŞTERİİ YOK,2021-08-05 20:57:21.496,1.0,zeynepsurucu,adyan,Vivaldi Harmony,2021-08-05 20:22:02.079150,,[],SAN SEBASTİAN CHEESECAKE,
379,28.9,,a0,False,vharmonyadmin,True,,mukerrer,2021-08-17 14:49:53.735,2.0,,vharmonyadmin,Vivaldi Harmony,2021-08-17 14:47:49.040,,[],ICE LATTE ,
380,12.0,,b7,False,vgorukle,True,,,2021-08-02 20:51:16.989,1.0,,vgorukle,Vivaldi Görükle,2021-08-02 20:27:45.563977,,[],GELENEKSEL TÜRK KAHVESİ,
381,5.0,,b1,False,cgorukleadmin,True,,,2021-09-01 20:01:09.323426,1.0,,vgorukle,Vivaldi Görükle,2021-09-01 19:08:08.337,,[],SİYAH ÇAY,
382,25.0,,b1,False,cozluceadmin,True,,,2021-02-11 18:15:29.250990,1.0,,cozluceadmin,Çikolatapare Özlüce,2021-02-11 18:12:43.933581,,[],Çilekpare,
383,28.0,,s4,False,vharmony,True,2021-07-28 21:43:51.436305,MÜKERRER GİRİŞ,2021-07-28 23:07:00.456,1.0,SamBarista,umuttomak,Vivaldi Harmony,2021-07-28 21:34:57.974552,,[],SAN SEBASTİAN CHEESECAKE,
384,14.0,,b2,False,vgorukle,True,,,2021-08-28 17:16:43.695,1.0,,vgorukle,Vivaldi Görükle,2021-08-28 17:16:34.028,,[],AMERİCANO,
385,36.0,,b8,False,cozluceadmin,True,,,2021-07-09 22:57:00.905,3.0,,cozluceadmin,Vivaldi Özlüce,2021-07-09 22:43:38.533,,[],GELENEKSEL TÜRK KAHVESİ,
386,5.0,,b2,False,vgorukle,True,,,2021-08-08 16:00:19.879241,1.0,,vgorukle,Vivaldi Görükle,2021-08-08 16:00:12.417812,,[],SİYAH ÇAY,
387,27.0,,s10,False,vgorukle,True,,,2021-08-10 17:36:03.613,1.0,,vgorukle,Vivaldi Görükle,2021-08-10 17:18:56.899,,[],VİVALDİ BROWNIE,
388,12.0,,d7,False,vharmonyadmin,True,2021-08-24 22:03:34.449878,İADE. EDİLDİ. HATALI GİRİŞ,2021-08-24 22:08:12.787,1.0,zeynepsurucu,Ayberk Sınık,Vivaldi Harmony,2021-08-24 21:53:58.041135,,[],GELENEKSEL TÜRK KAHVESİ,şekerli 
389,30.0,,b4,False,cozluceadmin,True,,,2021-08-22 22:27:03.397,1.0,,cozluceadmin,Vivaldi Özlüce,2021-08-22 22:10:47.367,,[],VİVALDİ ÇİLEK,
390,12.0,,d4,False,vharmonyadmin,True,2021-08-22 18:48:30.561777,D1 YAZILACAK,2021-08-22 18:51:19.521,1.0,cerentomak,adyan,Vivaldi Harmony,2021-08-22 18:43:21.578790,,[],GELENEKSEL TÜRK KAHVESİ,sade
391,12.0,,d1,False,cozluceadmin,True,,,2021-08-08 13:33:17.574,40.0,,cozluceadmin,Vivaldi Özlüce,2021-08-08 13:10:43.723,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
392,17.0,,b1,False,cozluceadmin,True,,,2021-08-05 12:17:52.848599,1.0,,cozluceadmin,Vivaldi Özlüce,2021-08-05 12:17:08.252,,[],DAMLA SAKIZLI SALEP,
393,210.6,,b1,False,cozluceadmin,True,2021-03-18 15:49:30.418649,,2021-03-19 12:28:16.478078,810.0,cozluceadmin,sayınns16,Çikolatapare Özlüce,2021-03-18 16:42:49.766073,,[],Çikolata gr,
394,16.0,,b8,False,vgorukle,True,,,2021-06-01 20:40:49.103,1.0,,vgorukle,Vivaldi Görükle,2021-06-01 19:40:06.570,,[],COFFEE LATTE,
395,16.0,,s1,False,vivaldisoganli,True,,,2021-07-28 18:03:35.468455,1.0,,vivaldisoganli,Vivaldi Soğanlı,2021-07-28 17:51:25.332395,,[],CAPPUCCİNO,
396,132.9,,b4,False,vgorukle,True,,,2021-08-27 10:30:45.391,443.0,,vgorukle,Vivaldi Görükle,2021-08-27 10:30:27.677,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
397,12.0,,s1,False,vharmonyadmin,True,,mukerrer,2021-08-20 10:15:28.657,1.0,,vharmonyadmin,Vivaldi Harmony,2021-08-20 10:16:27.949422,,[], ESPRESSO,
398,73.8,,s6,False,vivaldisoganli,True,,,2021-09-14 17:01:06.638921,246.0,,vivaldisoganli,Vivaldi Soğanlı,2021-09-14 16:58:52.943706,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
399,24.0,,b4,False,vgorukle,True,,,2021-09-10 17:11:44.963,80.0,,vgorukle,Vivaldi Görükle,2021-09-10 17:11:11.130,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
400,300.0,,b1,False,vivaldisoganli,True,,,2021-07-12 13:30:41.312724,4.0,,vivaldisoganli,Vivaldi Soğanlı,2021-07-12 13:30:30.821954,,[],BAHAR KUTU KOLEKSİYONU 8'Lİ KUTU ,60gr
401,20.0,,b8,False,vgorukle,True,,,2021-08-27 23:07:48.790,1.0,,cgorukleadmin,Vivaldi Görükle,2021-08-27 22:08:08.979584,,[],ÇİLEKLİ LİMONATA,
402,15.0,,b1,False,vivaldisoganli,True,,,2021-08-22 20:46:42.751781,3.0,,vivaldisoganli,Vivaldi Soğanlı,2021-08-22 20:46:30.185768,,[],SU,
403,28.0,,s3,False,cozluceadmin,True,,,2021-07-31 14:36:55.510,2.0,,cozluceadmin,Vivaldi Özlüce,2021-07-31 13:59:02.172,,[],AMERİCANO,
404,40.0,,b7,False,vgorukle,True,,,2021-08-15 20:14:01.058,2.0,,vgorukle,Vivaldi Görükle,2021-08-15 20:13:41.889,,[],ÇİLEKLİ LİMONATA,
405,18.0,,s1,False,vivaldisoganli,True,,,2021-07-27 13:55:14.526801,1.0,,vivaldisoganli,Vivaldi Soğanlı,2021-07-27 13:54:08.731572,,[],KAVUNLU FROZEN,
406,27.825000000000003,,b1,False,cozluceadmin,True,,,2021-06-22 19:06:56.984,105.0,,cozluceadmin,Vivaldi Özlüce,2021-06-22 19:06:15.121,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
407,1680.0,,b8,False,vgorukle,True,,,2021-09-06 22:39:42.056,105.0,,vgorukle,Vivaldi Görükle,2021-09-06 22:26:28.744,,[],CAPPUCCİNO,
408,30.0,,b1,False,vivaldisoganli,True,,,2021-08-17 23:42:31.937579,1.0,,vivaldisoganli,Vivaldi Soğanlı,2021-08-17 23:08:51.950509,,[],VİVALDİ ÇİLEK,
409,60.0,,b5,False,cozluceadmin,True,,,2021-08-17 15:46:18.350,200.0,,cozluceadmin,Vivaldi Özlüce,2021-08-17 15:40:31.368,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
410,34.5,,d4,False,vharmonyadmin,True,2021-08-26 22:15:23.438587,HATALI SİPARİŞ,2021-08-26 22:57:13.400,1.0,zeynepsurucu,adyan,Vivaldi Harmony,2021-08-26 22:06:24.475584,,[],VİVALDİ MUZ,
411,5.0,,d11,False,vharmony,True,2021-07-31 20:13:18.183295,ikram,2021-07-31 20:33:10.853,1.0,cerentomak,betulipek,Vivaldi Harmony,2021-07-31 20:13:16.208034,,[],SİYAH ÇAY,
412,27.0,,d4,False,vharmony,True,2021-07-22 21:49:59.121995,iptal edildi. gitmedi ,2021-07-22 22:28:24.038,1.0,cerentomak,adyan,Vivaldi Harmony,2021-07-22 21:35:11.233751,,[],Vivaldi Brownie,
413,86.125,,b1,False,cozluceadmin,True,,,2021-06-22 14:12:22.852,325.0,,cozluceadmin,Vivaldi Özlüce,2021-06-22 14:10:45.136,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
414,5.0,,d12,False,vharmonyadmin,True,2021-09-11 17:21:31.438442,,2021-09-11 23:37:49.113,1.0,umuttomak,adyan,Vivaldi Harmony,2021-09-11 17:19:18.064038,,[],SİYAH ÇAY,
415,75.0,,a0,False,vharmonyadmin,True,2021-09-01 16:08:06.679678,vazgeçti ,2021-09-01 16:08:09.644,250.0,umuttomak,umuttomak,Vivaldi Harmony,2021-09-01 16:08:02.604077,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
416,500.0,,b10,False,cozluceadmin,True,,,2021-02-09 14:16:40.124814,5.0,,cozluceadmin,Çikolatapare Özlüce,2021-02-09 14:16:28.944053,,[],24’Lü Kutu,
417,14.0,,b8,False,cozluceadmin,True,,,2021-08-15 17:59:23.076,1.0,,cozluceadmin,Vivaldi Özlüce,2021-08-15 14:58:33.525,,[],DAMLA SAKIZLI TÜRK KAHVESİ ,
418,27.0,,b5,False,cozluceadmin,True,,yanlış girildi,2021-08-23 23:41:26.575,1.0,,cozluceadmin,Vivaldi Özlüce,2021-08-23 23:17:46.338,,[],VİVALDİ BROWNİE,
419,8.0,,b1,False,vivaldisoganli,True,,,2021-08-03 19:41:54.279341,1.0,,vivaldisoganli,Vivaldi Soğanlı,2021-08-03 19:39:06.011824,,[],VİVALDİ COOKİE,
420,5.0,,b1,False,cgorukleadmin,True,,,2021-08-08 18:07:14.103786,1.0,,vgorukle,Vivaldi Görükle,2021-08-08 17:39:23.192,,[],SİYAH ÇAY,
421,10.0,,b7,False,cgorukleadmin,True,,,2021-08-04 21:30:17.918024,2.0,,vgorukle,Vivaldi Görükle,2021-08-04 21:23:21.616743,,[],SİYAH ÇAY,
422,54.0,,b1,False,cozluceadmin,True,,,2021-06-28 20:42:39.753,2.0,,cozluceadmin,Vivaldi Özlüce,2021-06-28 18:44:40.046,,[],VİVALDİ MUZ,
423,15.0,,d7,False,vharmonyadmin,True,2021-08-12 20:23:11.877727,başka masaya girildi,2021-08-12 20:30:18.833,1.0,vharmonyadmin,Ayşe Yılmaz,Vivaldi Harmony,2021-08-12 20:10:19.198416,,[],COFFEE FLAT WHİTE ,
424,56.0,,b5,False,cozluceadmin,True,,,2021-07-19 21:49:01.791,2.0,,cozluceadmin,Vivaldi Özlüce,2021-07-19 20:28:32.232,,[],SAN SEBASTİAN CHEESECAKE,
425,25.0,,b1,False,vgorukle,True,,,2021-07-31 21:38:09.186,5.0,,vgorukle,Vivaldi Görükle,2021-07-31 21:37:57.328,,[],SİYAH ÇAY,
426,18.0,,s1,False,vivaldisoganli,True,,,2021-08-20 22:45:58.808835,1.0,,vivaldisoganli,Vivaldi Soğanlı,2021-08-20 21:39:41.862394,,[],EL YAPIMI LİMONATA,
427,5.0,,b7,False,vgorukle,True,,,2021-08-27 21:56:15.171,1.0,,vgorukle,Vivaldi Görükle,2021-08-27 21:22:49.289,,[],SU,
428,28.0,,s6,False,vivaldisoganli,True,,,2021-08-19 21:31:30.253465,1.0,,vivaldisoganli,Vivaldi Soğanlı,2021-08-19 21:25:26.368900,,[],SAN SEBASTİAN CHEESECAKE,
429,26.0,,d1,False,vharmony,True,2021-07-09 22:17:46.658965,YARIN ÖDEME YAPILICAK,2021-07-09 23:25:34.391,2.0,SamBarista,ebrarr,Vivaldi Harmony,2021-07-09 22:13:59.551829,,[],DİBEK KAHVESİ,sütlü şekerli
430,84.0,,d1,False,cozluceadmin,True,,,2021-08-02 20:27:51.491,3.0,,cozluceadmin,Vivaldi Özlüce,2021-08-02 20:27:29.876,,[],SAN SEBASTİAN CHEESECAKE,
431,5.0,,b1,False,cgorukleadmin,True,,,2021-09-09 00:00:39.762063,1.0,,vgorukle,Vivaldi Görükle,2021-09-08 22:57:54.512272,,[],SİYAH ÇAY,
432,21.0,,s10,False,vharmonyadmin,True,,,2021-08-21 23:28:57.402,3.0,,vharmonyadmin,Vivaldi Harmony,2021-08-21 23:28:48.409,,[],SODA,
433,20.16,,s5,False,vharmonyadmin,True,2021-08-16 22:30:18.360604,ÜRÜN KALMADI,2021-08-16 23:01:12.811,1.0,zeynepsurucu,adyan,Vivaldi Harmony,2021-08-16 22:28:21.595789,,[],AŞK-I  REYHAN,
434,429.3,,b1,False,vgorukle,True,,,2021-06-11 19:56:20.729,2000.0,,vgorukle,Vivaldi Görükle,2021-06-11 19:54:00.664834,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
435,30.0,,s6,False,vharmonyadmin,True,,,2021-08-31 12:22:58.867,1.0,,vharmonyadmin,Vivaldi Harmony,2021-08-31 10:50:13.822217,,[],Vivaldi Bomba,
436,10.0,,s1,False,cozluceadmin,True,,,2021-09-08 20:58:22.861,2.0,,cozluceadmin,Vivaldi Özlüce,2021-09-08 20:46:29.166,,[],SU,
437,4400.0,,b1,False,vgorukle,True,,,2021-09-10 19:32:15.096,440.0,,vgorukle,Vivaldi Görükle,2021-09-10 19:32:04.026,,[],Türk Kahvesi 100gr ,
438,63.0,,b4,False,vgorukle,True,,,2021-08-09 22:26:52.733,210.0,,vgorukle,Vivaldi Görükle,2021-08-09 22:26:30.713,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
439,49.025000000000006,,b2,False,vgorukle,True,,,2021-06-15 20:11:55.344296,185.0,,vgorukle,Vivaldi Görükle,2021-06-15 20:11:50.941104,,[],EL YAPIMI BELÇİKA ÇİKOLATASI GR,
